nom,tier,score,statut,date_contact,canal,date_relance,notes,produit,montant_vendu,date_vente,paye,montant_encaisse,commission,statut_livraison,type,libelle,commune,cp,departement,telephone,email,email_status,dirigeant,qualite,raisons,lien_pappers,lien_annuaire,lien_maps,lien_google,lien_linkedin_rech,lien_pagesjaunes,lien_societe,lien_trustpilot,linkedin,domain,effectif,categorie,nb_etablissements_ouverts,nb_etablissements,ca,resultat_net,annee_finances,anciennete,date_creation,nature_juridique,labels,idcc,tva_intra,etat,siren,siret,naf,adresse,latitude,longitude,email_source,email_perso,autres_emails,autres_dirigeants,a_site,web_fait,date_enrichi,source,ville
DUBOIS ISOLATION,A,83,a contacter,,,,,,,,,,,,cvc,Travaux d'isolation,CHARNAY-LES-MACON,71850,71,03 85 29 18 44,contact@dubois-isol.fr,mx_ok,RENAUDEAU-RENOU ET ASSOCIES,Commissaire aux comptes titulaire,email+20|tel+10|ca+15|effectif+10|categorie+5|multi-agences+8|anciennete+5|dirigeant+5|labels+5,https://www.pappers.fr/entreprise/353613318,https://annuaire-entreprises.data.gouv.fr/entreprise/353613318,"https://www.google.com/maps?q=46.312151865,4.8127862639",https://www.google.com/search?q=DUBOIS+ISOLATION+CHARNAY-LES-MACON,https://www.linkedin.com/search/results/companies/?keywords=DUBOIS+ISOLATION,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=DUBOIS+ISOLATION&ou=CHARNAY-LES-MACON,https://www.societe.com/cgi-bin/search?champs=353613318,https://fr.trustpilot.com/review/duboisisolation.fr,,duboisisolation.fr,10-19,ETI,2,11,7822073,-1493397,2021,36,1990-01-01,SAS,RGE,"2420, 2609, 1597",FR48353613318,active,353613318,35361331800107,43.29A,220 ALLEE JOANNY MOMMESSIN 71850 CHARNAY-LES-MACON,46.312151865,4.8127862639,site-generique,non,,ABF EXPANSION (Président de SAS),oui,oui,2026-08-01,sirene,CHARNAY-LES-MACON
S.N.C.T.P,A,78,a contacter,,,,,,,,,,,,reseaux,Construction de reseaux electriques et de telecommunications,DIJON,21000,21,03 80 73 80 20,contact@agence-wazacom.fr,mx_ok,BRUNO LETZELTER,Directeur Général,email+20|tel+10|ca+15|effectif+10|categorie+5|multi-agences+8|anciennete+5|dirigeant+5,https://www.pappers.fr/entreprise/017050667,https://annuaire-entreprises.data.gouv.fr/entreprise/017050667,"https://www.google.com/maps?q=47.3481667130899,5.06729876865805",https://www.google.com/search?q=S.N.C.T.P+DIJON,https://www.linkedin.com/search/results/companies/?keywords=S.N.C.T.P,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=S.N.C.T.P&ou=DIJON,https://www.societe.com/cgi-bin/search?champs=017050667,https://fr.trustpilot.com/review/snctp.fr,https://www.linkedin.com/company/groupe-roger-martin,snctp.fr,250-499,ETI,11,34,77472958,2644034,2024,56,1970-01-01,SAS,,"1702, 2614, 3212",FR33017050667,active,017050667,01705066700017,42.22Z,Z.I.N. 10 RUE DOCTEUR QUIGNARD 21000 DIJON,47.3481667130899,5.06729876865805,site-generique,non,communication@rogermartin.fr; contact@rogermartin.fr; recrutement@rogermartin.fr; snctp.canalisations@rogermartin.fr,ROGER MARTIN (Président de SAS); ENDRIX BFC (Commissaire aux comptes titulaire),oui,oui,2026-08-03,sirene,DIJON
AIRESS,A,78,a contacter,,,,,,,,,,,,cvc,Travaux d'installation d'eau et de gaz en tous locaux,BEZONS,95870,95,01 39 47 61 06,contact@airess.net,mx_ok,DIDIER BELMA,Commissaire aux comptes suppléant,email+20|tel+10|ca+15|effectif+10|categorie+5|multi-agences+8|anciennete+5|dirigeant+5,https://www.pappers.fr/entreprise/432414779,https://annuaire-entreprises.data.gouv.fr/entreprise/432414779,"https://www.google.com/maps?q=48.92298595699367,2.2129800196180427",https://www.google.com/search?q=AIRESS+BEZONS,https://www.linkedin.com/search/results/companies/?keywords=AIRESS,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=AIRESS&ou=BEZONS,https://www.societe.com/cgi-bin/search?champs=432414779,https://fr.trustpilot.com/review/airess.net,https://www.linkedin.com/company/airess,airess.net,100-199,PME,6,14,34949566,1482030,2022,26,2000-07-26,SAS,,,FR08432414779,active,432414779,43241477900145,43.22A,1-3 RUE EMILE ZOLA 95870 BEZONS,48.92298595699367,2.2129800196180427,site-generique,non,mon@email.com,AMAR BENBRAHAM (Directeur Général); ROBERT COHEN (Commissaire aux comptes titulaire); GROUPE TREVI (Président de SAS),oui,oui,2026-08-01,sirene,BEZONS
ECOGOM,A,78,a contacter,,,,,,,,,,,,controle,"Analyses, essais et inspections techniques",THELUS,62580,62,03 21 24 35 56,contact@ecogom.fr,mx_ok,PIERRE BESNARD,Commissaire aux comptes titulaire,email+20|tel+10|ca+15|effectif+10|categorie+5|multi-agences+8|anciennete+5|dirigeant+5,https://www.pappers.fr/entreprise/390580884,https://annuaire-entreprises.data.gouv.fr/entreprise/390580884,"https://www.google.com/maps?q=50.354117958,2.7789900396",https://www.google.com/search?q=ECOGOM+THELUS,https://www.linkedin.com/search/results/companies/?keywords=ECOGOM,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=ECOGOM&ou=THELUS,https://www.societe.com/cgi-bin/search?champs=390580884,https://fr.trustpilot.com/review/ecogom.fr,,ecogom.fr,50-99,PME,6,12,10693580,1589998,2018,33,1993-02-12,SAS,,9999,FR27390580884,active,390580884,39058088400059,71.20B,135 IMPASSE DU CRATERE 62580 THELUS,50.354117958,2.7789900396,site-generique,non,,CECOFRANCE (Commissaire aux comptes suppléant); MAGADA (Président de SAS); CECOFRANCE (Commissaire aux comptes suppléant),oui,oui,2026-08-02,sirene,THELUS
KEYYO,A,78,a contacter,,,,,,,,,,,,reseaux,Telecommunications filaires,CLICHY,92110,92,03 72 72 59 00,commercial@keyyo.fr,mx_ok,SIMON BEILLEVAIRE,Commissaire aux comptes suppléant,email+20|tel+10|ca+15|effectif+10|categorie+5|multi-agences+8|anciennete+5|dirigeant+5,https://www.pappers.fr/entreprise/390081156,https://annuaire-entreprises.data.gouv.fr/entreprise/390081156,"https://www.google.com/maps?q=48.898432638,2.31222011",https://www.google.com/search?q=KEYYO+CLICHY,https://www.linkedin.com/search/results/companies/?keywords=KEYYO,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=KEYYO&ou=CLICHY,https://www.societe.com/cgi-bin/search?champs=390081156,https://fr.trustpilot.com/review/keyyo.fr,https://www.linkedin.com/company/keyyo,keyyo.fr,250-499,GE,6,28,29350000,2182000,2018,33,1993-01-25,SA,,2148,FR75390081156,active,390081156,39008115600213,61.10Z,32 BOULEVARD VICTOR HUGO 92110 CLICHY,48.898432638,2.31222011,site-generique,non,dpo@keyyo.com; projet_client_bcc@keyyo.com,STEPHANE JOUHANEAU (Directeur Général); JULIETTE ALIETTE VICTOR (LALLEMAND) (Administrateur); CHRISTIAN LECOQ (Administrateur); FRANCOIS TREUIL (Administrateur),oui,oui,2026-08-02,sirene,CLICHY
LOGIVIA,A,78,a contacter,,,,,,,,,,,,livraison,Transports routiers de fret de proximite,AISEREY,21110,21,03 80 69 28 20,contact@logivia.fr,mx_ok,SYLVAIN FRANCOIS BAUDRY,Directeur Général,email+20|tel+10|ca+15|effectif+10|categorie+5|multi-agences+8|anciennete+5|dirigeant+5,https://www.pappers.fr/entreprise/429179229,https://annuaire-entreprises.data.gouv.fr/entreprise/429179229,"https://www.google.com/maps?q=47.17422283,5.1762243772",https://www.google.com/search?q=LOGIVIA+AISEREY,https://www.linkedin.com/search/results/companies/?keywords=LOGIVIA,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=LOGIVIA&ou=AISEREY,https://www.societe.com/cgi-bin/search?champs=429179229,https://fr.trustpilot.com/review/logivia.fr,https://www.linkedin.com/company/logivia,logivia.fr,100-199,ETI,6,10,33086920,229425,2024,26,2000-01-01,SAS,,0016,FR51429179229,active,429179229,42917922900092,49.41B,ROUTE D'ECHIGEY 21110 AISEREY,47.17422283,5.1762243772,site-generique,non,,EXPERTISE COMPTABLE ET AUDIT (Commissaire aux comptes suppléant); MIDIPAR (Président de SAS); PKF ARSILON COMMISSARIAT AUX COMPTES (Commissaire aux comptes titulaire),oui,oui,2026-07-27,sirene,AISEREY
TGBL SAS,A,78,a contacter,,,,,,,,,,,,proprete,Services d'amenagement paysager,LE PERRAY-EN-YVELINES,78610,78,09 81 88 13 59,contact@tgbl.fr,mx_ok,PML AUDIT & CONSEIL,Commissaire aux comptes titulaire,email+20|tel+10|ca+15|effectif+10|categorie+5|multi-agences+8|anciennete+5|dirigeant+5,https://www.pappers.fr/entreprise/800010712,https://annuaire-entreprises.data.gouv.fr/entreprise/800010712,"https://www.google.com/maps?q=48.702122654,1.8554720231",https://www.google.com/search?q=TGBL+SAS+LE+PERRAY-EN-YVELINES,https://www.linkedin.com/search/results/companies/?keywords=TGBL+SAS,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=TGBL+SAS&ou=LE+PERRAY-EN-YVELINES,https://www.societe.com/cgi-bin/search?champs=800010712,https://fr.trustpilot.com/review/tgbl.fr,,tgbl.fr,20-49,PME,6,9,9336054,1175546,2025,12,2014-01-17,SAS,,7018,FR45800010712,active,800010712,80001071200043,81.30Z,21 B RUE DU CHEMIN VERT 78610 LE PERRAY-EN-YVELINES,48.702122654,1.8554720231,site-generique,non,contact@prj-energies.fr; support@octacom.fr,CAP VERT (Président de SAS); ELKO FINANCE (Commissaire aux comptes suppléant),oui,oui,2026-08-02,sirene,LE PERRAY-EN-YVELINES
PI INSTALL,A,78,a contacter,,,,,,,,,,,,cvc,Travaux d'isolation,MONTREVEL-EN-BRESSE,01340,01,04 70 12 12 14,contact@agen.com,mx_ok,ANTONIO MANUEL MARQUES,Directeur Général,email+20|tel+10|ca+15|effectif+10|categorie+5|multi-agences+8|anciennete+5|dirigeant+5,https://www.pappers.fr/entreprise/439229386,https://annuaire-entreprises.data.gouv.fr/entreprise/439229386,"https://www.google.com/maps?q=46.332031729,5.1196009319",https://www.google.com/search?q=PI+INSTALL+MONTREVEL-EN-BRESSE,https://www.linkedin.com/search/results/companies/?keywords=PI+INSTALL,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=PI+INSTALL&ou=MONTREVEL-EN-BRESSE,https://www.societe.com/cgi-bin/search?champs=439229386,https://fr.trustpilot.com/review/piinstall.fr,,piinstall.fr,100-199,PME,5,9,36720263,1930195,2025,25,2001-09-01,SAS,,"2420, 2609, 1597",FR12439229386,active,439229386,43922938600024,43.29A,14 RUE DES SERVES 01340 MONTREVEL-EN-BRESSE,46.332031729,5.1196009319,site-generique,non,contact@dijon.com; contact@groupii.com; contact@lille.com; contact@lyon.com; contact@nimes.com,PHILIPPE MICHAUD (Commissaire aux comptes titulaire); DENIS LOUIS JOSEPH TIREL (Président de SAS); AINDEX (Commissaire aux comptes suppléant); NEW CODIR (Directeur général délégué),oui,oui,2026-08-01,sirene,MONTREVEL-EN-BRESSE
SERA,A,78,a contacter,,,,,,,,,,,,reseaux,Travaux d'installation electrique dans tous locaux,CHASSELAY,69380,69,03 68 64 01 46,info@sera.de,mx_ok,FORVIS MAZARS,Commissaire aux comptes titulaire,email+20|tel+10|ca+15|effectif+10|categorie+5|multi-agences+8|anciennete+5|dirigeant+5,https://www.pappers.fr/entreprise/490224045,https://annuaire-entreprises.data.gouv.fr/entreprise/490224045,"https://www.google.com/maps?q=45.895077759,4.7770038357",https://www.google.com/search?q=SERA+CHASSELAY,https://www.linkedin.com/search/results/companies/?keywords=SERA,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=SERA&ou=CHASSELAY,https://www.societe.com/cgi-bin/search?champs=490224045,https://fr.trustpilot.com/review/sera.fr,,sera.fr,50-99,ETI,5,10,12270197,639292,2024,20,2006-05-11,SAS,,"2420, 1597, 2609",FR51490224045,active,490224045,49022404500024,43.21A,60 ZAC DU CROULOUP 69380 CHASSELAY,45.895077759,4.7770038357,site-generique,non,,GERARD PERRIER INDUSTRIE (Président de SAS),oui,oui,2026-08-02,sirene,CHASSELAY
SPI ENERGIE,A,78,a contacter,,,,,,,,,,,,maintenance,Reparation de machines et equipements mecaniques,LA RAVOIRE,73490,73,04 79 72 65 62,contact@lvp-global.com,no_mx,AJC ARSENAL AUDIT,Commissaire aux comptes titulaire,email+20|tel+10|ca+15|effectif+10|categorie+5|multi-agences+8|anciennete+5|dirigeant+5,https://www.pappers.fr/entreprise/408650273,https://annuaire-entreprises.data.gouv.fr/entreprise/408650273,"https://www.google.com/maps?q=45.55590635,5.9478622535",https://www.google.com/search?q=SPI+ENERGIE+LA+RAVOIRE,https://www.linkedin.com/search/results/companies/?keywords=SPI+ENERGIE,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=SPI+ENERGIE&ou=LA+RAVOIRE,https://www.societe.com/cgi-bin/search?champs=408650273,https://fr.trustpilot.com/review/spienergie.fr,,spienergie.fr,50-99,PME,5,10,13315289,489585,2024,30,1996-08-22,SAS,,3248,FR35408650273,active,408650273,40865027300068,33.12Z,160 RUE DU CLAPET 73490 LA RAVOIRE,45.55590635,5.9478622535,site-generique,non,contact@spienergie.com; contact@spienergie.sylvain-coudert.com,DUFFAU TECHNOLOGIES (Directeur Général); GROUPE DUFFAU TECHNOLOGIES (Président de SAS),oui,oui,2026-08-01,sirene,LA RAVOIRE
