nom,tier,score,statut,date_contact,canal,date_relance,notes,produit,montant_vendu,date_vente,paye,montant_encaisse,commission,statut_livraison,type,libelle,commune,cp,departement,telephone,email,email_status,dirigeant,qualite,raisons,lien_pappers,lien_annuaire,lien_maps,lien_google,lien_linkedin_rech,lien_pagesjaunes,lien_societe,lien_trustpilot,linkedin,domain,effectif,categorie,nb_etablissements_ouverts,nb_etablissements,ca,resultat_net,annee_finances,anciennete,date_creation,nature_juridique,labels,idcc,tva_intra,etat,siren,siret,naf,adresse,latitude,longitude,email_source,email_perso,autres_emails,autres_dirigeants,a_site,web_fait,date_enrichi,source,ville
C.C.P.S.17,A,83,a contacter,,,,,,,,,,,,cvc,Travaux d'installation d'eau et de gaz en tous locaux,AYTRE,17440,17,05 46 31 00 10,contact@ccps17.fr,mx_ok,EXCO VALLIANCE AUDIT,Commissaire aux comptes titulaire,email+20|tel+10|ca+15|effectif+10|categorie+5|multi-agences+8|anciennete+5|dirigeant+5|labels+5,https://www.pappers.fr/entreprise/804788321,https://annuaire-entreprises.data.gouv.fr/entreprise/804788321,"https://www.google.com/maps?q=46.130750451,-1.097411665",https://www.google.com/search?q=C.C.P.S.17+AYTRE,https://www.linkedin.com/search/results/companies/?keywords=C.C.P.S.17,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=C.C.P.S.17&ou=AYTRE,https://www.societe.com/cgi-bin/search?champs=804788321,https://fr.trustpilot.com/review/ccps17.fr,,ccps17.fr,50-99,PME,3,4,6566310,-46156,2025,12,2014-09-03,SAS,RGE,"2420, 1597, 2609",FR55804788321,active,804788321,80478832100011,43.22A,3 RUE LE VERRIER 17440 AYTRE,46.130750451,-1.097411665,site-generique,non,%20contact@ccps17.fr; cposson@ccps17.fr; lbrousse@ccps17.fr,AGP (Président de SAS),oui,oui,2026-08-06,sirene,AYTRE
ELECTROGAZ,A,83,a contacter,,,,,,,,,,,,cvc,Travaux d'installation d'equipements thermiques et de climatisation,MERIGNAC,33700,33,04 92 00 00 10,contact@sasmediationsolution-conso.fr,mx_ok,AQUIGEN,Président de SAS,email+20|tel+10|ca+15|effectif+10|categorie+5|multi-agences+8|anciennete+5|dirigeant+5|labels+5,https://www.pappers.fr/entreprise/515137404,https://annuaire-entreprises.data.gouv.fr/entreprise/515137404,"https://www.google.com/maps?q=44.854654257,-0.677765297",https://www.google.com/search?q=ELECTROGAZ+MERIGNAC,https://www.linkedin.com/search/results/companies/?keywords=ELECTROGAZ,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=ELECTROGAZ&ou=MERIGNAC,https://www.societe.com/cgi-bin/search?champs=515137404,https://fr.trustpilot.com/review/electrogaz.fr,https://fr.linkedin.com/company/egs-energies,electrogaz.fr,20-49,PME,3,6,2521187,-78389,2024,17,2009-09-18,SAS,RGE,"1597, 2609",FR76515137404,active,515137404,51513740400023,43.22B,32 AVENUE DE LA GRANGE NOIRE 33700 MERIGNAC,44.854654257,-0.677765297,site-generique,non,john.doe@mail.com; sav@egs-energies.fr,TALDI (Président de SAS),oui,oui,2026-08-09,sirene,MERIGNAC
GROUPE ROY ENERGIE,A,83,a contacter,,,,,,,,,,,,cvc,Travaux d'installation d'equipements thermiques et de climatisation,TOURY,28310,28,02 38 80 18 01,contact@gre-enr.fr,mx_ok,AUCEA AUDIT,Commissaire aux comptes titulaire,email+20|tel+10|ca+15|effectif+10|categorie+5|multi-agences+8|anciennete+5|dirigeant+5|labels+5,https://www.pappers.fr/entreprise/819855206,https://annuaire-entreprises.data.gouv.fr/entreprise/819855206,"https://www.google.com/maps?q=48.180120476348,1.92956589003227",https://www.google.com/search?q=GROUPE+ROY+ENERGIE+TOURY,https://www.linkedin.com/search/results/companies/?keywords=GROUPE+ROY+ENERGIE,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=GROUPE+ROY+ENERGIE&ou=TOURY,https://www.societe.com/cgi-bin/search?champs=819855206,https://fr.trustpilot.com/review/grouperoyenergie.fr,https://www.linkedin.com/company/grouperoyenergie,grouperoyenergie.fr,100-199,PME,3,5,38857012,1740392,2024,10,2016-03-25,SAS,RGE,"1597, 2609, 2420",FR68819855206,active,819855206,81985520600044,43.22B,23 RUE GONDRELIER 28310 TOURY,48.180120476348,1.92956589003227,site-generique,non,,HOLDING ROY (Président de SAS),oui,oui,2026-08-01,sirene,TOURY
HYDRO'CHAUFF,A,83,a contacter,,,,,,,,,,,,cvc,Travaux d'installation d'equipements thermiques et de climatisation,ERQUINGHEM-LYS,59193,59,03 74 47 74 00,contact@hydrochauff.fr,mx_ok,JOFFREY LEFEBVRE (LEFEBVRE),Président de SAS,email+20|tel+10|ca+15|effectif+10|categorie+5|multi-agences+8|anciennete+5|dirigeant+5|labels+5,https://www.pappers.fr/entreprise/821340114,https://annuaire-entreprises.data.gouv.fr/entreprise/821340114,"https://www.google.com/maps?q=50.675437823,2.8400913215",https://www.google.com/search?q=HYDRO%27CHAUFF+ERQUINGHEM-LYS,https://www.linkedin.com/search/results/companies/?keywords=HYDRO%27CHAUFF,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=HYDRO%27CHAUFF&ou=ERQUINGHEM-LYS,https://www.societe.com/cgi-bin/search?champs=821340114,https://fr.trustpilot.com/review/hydrochauff.fr,,hydrochauff.fr,10-19,PME,3,3,1797583,53106,2024,10,2016-05-27,SAS,RGE,,FR67821340114,active,821340114,82134011400015,43.22B,95 RUE DE L'AVENIR 59193 ERQUINGHEM-LYS,50.675437823,2.8400913215,site-generique,non,hydrochauffage@gmail.com; lrichard@email.fr,,oui,oui,2026-08-16,sirene,ERQUINGHEM-LYS
ISO SOUFFLE,A,83,a contacter,,,,,,,,,,,,cvc,Travaux d'isolation,AVERMES,03000,03,04 70 20 11 46,contact@isosouffle.fr,mx_ok,CAEC AUDIT,Commissaire aux comptes titulaire,email+20|tel+10|ca+15|effectif+10|categorie+5|multi-agences+8|anciennete+5|dirigeant+5|labels+5,https://www.pappers.fr/entreprise/483286589,https://annuaire-entreprises.data.gouv.fr/entreprise/483286589,"https://www.google.com/maps?q=46.613215839248,3.2950195898507",https://www.google.com/search?q=ISO+SOUFFLE+AVERMES,https://www.linkedin.com/search/results/companies/?keywords=ISO+SOUFFLE,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=ISO+SOUFFLE&ou=AVERMES,https://www.societe.com/cgi-bin/search?champs=483286589,https://fr.trustpilot.com/review/isosouffle.fr,,isosouffle.fr,10-19,ETI,3,5,3257453,161230,2018,21,2005-07-01,SAS,RGE,"2609, 1597, 2420",FR03483286589,active,483286589,48328658900054,43.29A,LES CONDRIAUX 03000 AVERMES,46.613215839248,3.2950195898507,site-generique,non,contact@cyberscope.pro,ABF EXPANSION (Président de SAS),oui,oui,2026-08-02,sirene,AVERMES
ABITABIO,A,83,a contacter,,,,,,,,,,,,cvc,Travaux d'isolation,BAUGE-EN-ANJOU,49150,49,05 60 20 46 78,info@abitabio.com,mx_ok,YANN LE GAL,Gérant,email+20|tel+10|ca+15|effectif+10|categorie+5|multi-agences+8|anciennete+5|dirigeant+5|labels+5,https://www.pappers.fr/entreprise/478496573,https://annuaire-entreprises.data.gouv.fr/entreprise/478496573,"https://www.google.com/maps?q=47.514209223,-0.119106507",https://www.google.com/search?q=ABITABIO+BAUGE-EN-ANJOU,https://www.linkedin.com/search/results/companies/?keywords=ABITABIO,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=ABITABIO&ou=BAUGE-EN-ANJOU,https://www.societe.com/cgi-bin/search?champs=478496573,https://fr.trustpilot.com/review/abitabio.com,,abitabio.com,10-19,PME,2,4,766237,-69677,2025,22,2004-09-20,5458,"RGE, Organisme de formation, ESS","2609, 1597",FR20478496573,active,478496573,47849657300047,43.29A,LE VIEIL BAUGE CREVE COEUR 49150 BAUGE-EN-ANJOU,47.514209223,-0.119106507,site-generique,non,anjouinfo@abitabio.com,NATACHA JANINE MARTINEZ (Gérant); CEDRIC MAURY (MAURY) (Gérant),oui,oui,2026-08-14,sirene,BAUGE-EN-ANJOU
ACTIV'ENERGY,A,83,a contacter,,,,,,,,,,,,cvc,Travaux d'installation d'equipements thermiques et de climatisation,VILLY-LE-PELLOUX,74350,74,03 44 26 72 29,contact@activenergy.fr,mx_ok,FREDERIC LEURS,Gérant,email+20|tel+10|ca+15|effectif+10|categorie+5|multi-agences+8|anciennete+5|dirigeant+5|labels+5,https://www.pappers.fr/entreprise/512225632,https://annuaire-entreprises.data.gouv.fr/entreprise/512225632,"https://www.google.com/maps?q=45.995509817,6.1250839787",https://www.google.com/search?q=ACTIV%27ENERGY+VILLY-LE-PELLOUX,https://www.linkedin.com/search/results/companies/?keywords=ACTIV%27ENERGY,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=ACTIV%27ENERGY&ou=VILLY-LE-PELLOUX,https://www.societe.com/cgi-bin/search?champs=512225632,https://fr.trustpilot.com/review/activenergy.fr,,activenergy.fr,10-19,PME,2,4,3931032,381782,2024,17,2009-04-21,SARL,RGE,0998,FR95512225632,active,512225632,51222563200045,43.22B,RUE DES GLAISES 74350 VILLY-LE-PELLOUX,45.995509817,6.1250839787,site-generique,non,,FREDERIC JEAN-LUC GERARD LEURS (LEURS) (Gérant),oui,oui,2026-08-18,sirene,VILLY-LE-PELLOUX
ADAG CALADOISE,A,83,a contacter,,,,,,,,,,,,cvc,Travaux d'installation d'equipements thermiques et de climatisation,LYON,69004,69,04 78 39 76 16,contact.adag@resoconfort.fr,mx_ok,GROUPE ISERBA INVEST,Président de SAS,email+20|tel+10|ca+15|effectif+10|categorie+5|multi-agences+8|anciennete+5|dirigeant+5|labels+5,https://www.pappers.fr/entreprise/344133301,https://annuaire-entreprises.data.gouv.fr/entreprise/344133301,"https://www.google.com/maps?q=45.774306475,4.8223101159",https://www.google.com/search?q=ADAG+CALADOISE+LYON,https://www.linkedin.com/search/results/companies/?keywords=ADAG+CALADOISE,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=ADAG+CALADOISE&ou=LYON,https://www.societe.com/cgi-bin/search?champs=344133301,https://fr.trustpilot.com/review/adagcaladoise.fr,https://www.linkedin.com/company/resoconfort,adagcaladoise.fr,20-49,ETI,2,3,2777048,72816,2024,38,1988-03-15,SAS,RGE,"2420, 1597, 2609",FR09344133301,active,344133301,34413330100020,43.22B,19 RUE BELY 69004 LYON,45.774306475,4.8223101159,site-generique,non,dpo@groupeiserba.fr; service.communication@groupeiserba.fr,,oui,oui,2026-08-20,sirene,LYON
DUBOIS ISOLATION,A,83,a contacter,,,,,,,,,,,,cvc,Travaux d'isolation,CHARNAY-LES-MACON,71850,71,03 85 29 18 44,contact@dubois-isol.fr,mx_ok,RENAUDEAU-RENOU ET ASSOCIES,Commissaire aux comptes titulaire,email+20|tel+10|ca+15|effectif+10|categorie+5|multi-agences+8|anciennete+5|dirigeant+5|labels+5,https://www.pappers.fr/entreprise/353613318,https://annuaire-entreprises.data.gouv.fr/entreprise/353613318,"https://www.google.com/maps?q=46.312151865,4.8127862639",https://www.google.com/search?q=DUBOIS+ISOLATION+CHARNAY-LES-MACON,https://www.linkedin.com/search/results/companies/?keywords=DUBOIS+ISOLATION,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=DUBOIS+ISOLATION&ou=CHARNAY-LES-MACON,https://www.societe.com/cgi-bin/search?champs=353613318,https://fr.trustpilot.com/review/duboisisolation.fr,,duboisisolation.fr,10-19,ETI,2,11,7822073,-1493397,2021,36,1990-01-01,SAS,RGE,"2420, 2609, 1597",FR48353613318,active,353613318,35361331800107,43.29A,220 ALLEE JOANNY MOMMESSIN 71850 CHARNAY-LES-MACON,46.312151865,4.8127862639,site-generique,non,,ABF EXPANSION (Président de SAS),oui,oui,2026-08-01,sirene,CHARNAY-LES-MACON
ECO SYSTEME DURABLE,A,83,a contacter,,,,,,,,,,,,cvc,Travaux d'installation d'equipements thermiques et de climatisation,PRESLES,95590,95,01 70 93 97 15,contact@ecosystemedurable.fr,mx_ok,GABRIEL SAMOILA,Président de SAS,email+20|tel+10|ca+15|effectif+10|categorie+5|multi-agences+8|anciennete+5|dirigeant+5|labels+5,https://www.pappers.fr/entreprise/798922589,https://annuaire-entreprises.data.gouv.fr/entreprise/798922589,"https://www.google.com/maps?q=49.1152583567687,2.28742509556589",https://www.google.com/search?q=ECO+SYSTEME+DURABLE+PRESLES,https://www.linkedin.com/search/results/companies/?keywords=ECO+SYSTEME+DURABLE,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=ECO+SYSTEME+DURABLE&ou=PRESLES,https://www.societe.com/cgi-bin/search?champs=798922589,https://fr.trustpilot.com/review/ecosystemedurable.fr,,ecosystemedurable.fr,10-19,PME,2,4,7104931,190572,2023,13,2013-10-08,SAS,RGE,"1597, 2609, 2420",FR17798922589,active,798922589,79892258900030,43.22B,9000 PLACE DU GENERAL LECLERC 95590 PRESLES,49.1152583567687,2.28742509556589,site-generique,non,contact@esd-rge.fr,,oui,oui,2026-08-24,sirene,PRESLES
